name,type,wzd_offset,mgc_offset,init,wzd_file,mgc_file,xrefs
aYouProposeATre,char,4DCB,-,,MoM\src\DIPLOMAC.c:299,-,N/A
aYourActions,char,4DE2,-,,MoM\src\DIPLOMAC.c:301,-,N/A
active_input_field_number,int16_t,828E,-,,MoX\src\Fields.h:476,-,N/A
ai_human_hostility,int16_t,7116,-,ST_FALSE,MoM\src\AIMOVE.c:45,-,N/A
ai_seektransport_cnt,int16_t,9096,-,,out\build\MSVC-debug\_CPack_Packages\win64-Source\TGZ\ReMoM-0.0.1-Source\MoX\src\MOM_DAT.c:942,-,N/A
ai_transport_count,int16_t,9094,-,,MoX\src\MOM_DAT.h:2919,-,N/A
alias_colors,uint8_t,-,2EB3,,-,MoM\src\NewGame.c:802,N/A
all_units_moved,int16_t,9444,-,,MoX\src\MOM_DAT.h:3312,-,N/A
armylist_background_seg,SAMB_ptr,9578,-,,MoM\src\ArmyList.c:111,-,N/A
armylist_down_button_seg,SAMB_ptr,9574,-,,MoM\src\ArmyList.c:105,-,N/A
armylist_hero_portrait_count,int16_t,C0D8,-,,MoX\src\MOM_DAT.c:3253,-,N/A
armylist_hero_portrait_fields,int16_t *,C0DA,-,,MoX\src\MOM_DAT.c:3256,-,N/A
armylist_hero_portrait_start_x,int16_t,C0D4,-,,MoX\src\MOM_DAT.c:3247,-,N/A
armylist_hero_portrait_start_y,int16_t,C0D0,-,,MoX\src\MOM_DAT.c:3242,-,N/A
armylist_hero_portrait_unit_indices,int16_t *,C0D6,-,,MoX\src\MOM_DAT.c:3250,-,N/A
armylist_hotkey_NUL,char,3244,-,'\0',MoM\src\ArmyList.c:66,-,N/A
armylist_item_scanned_field,int16_t,C0BA,-,,MoX\src\MOM_DAT.c:3207,-,N/A
armylist_items_button_seg,SAMB_ptr,9572,-,,MoM\src\ArmyList.c:102,-,N/A
armylist_lbx_file__ovr065,char,3200,-,,MoM\src\CityList.c:56,-,N/A
armylist_list_item_count,SAMB_ptr,C114,-,,MoX\src\MOM_DAT.c:3287,-,N/A
armylist_ok_button_seg,SAMB_ptr,9570,-,,MoM\src\ArmyList.c:99,-,N/A
armylist_start_x,int16_t,C0E0,-,,MoX\src\MOM_DAT.c:3265,-,N/A
armylist_start_y,int16_t,C0DE,-,,MoX\src\MOM_DAT.c:3262,-,N/A
armylist_unit_count,int16_t,C0CA,-,,MoX\src\MOM_DAT.h:4462,-,N/A
armylist_unit_enchantment_names,char *,C0E8,-,,MoX\src\MOM_DAT.c:3277,-,N/A
armylist_up_button_seg,SAMB_ptr,9576,-,,MoM\src\ArmyList.c:108,-,N/A
armylist_upkeep_food,int16_t,C0E2,-,,MoX\src\MOM_DAT.c:3268,-,N/A
armylist_upkeep_gold,int16_t,C0E6,-,,MoX\src\MOM_DAT.c:3274,-,N/A
armylist_upkeep_mana,int16_t,C0E4,-,,MoX\src\MOM_DAT.c:3271,-,N/A
asc_3B9DB,char,4F3B,-,,MoM\src\DIPLOMAC.c:360,-,N/A
attacker_enchantment_count,int16_t,C482,-,,MoM\src\Combat.c:821,-,N/A
attacker_enchantment_fields,int16_t,C45E,-,,MoM\src\Combat.c:801,-,N/A
audio_initialized,int16_t,82AC,-,ST_FALSE,MoX\src\SOUND.c:72,-,N/A
auto_function_delay,uint16_t,825A,-,2,MoX\src\Fields.c:246,-,N/A
auto_input_field_idx,int16_t,-,52C2,0,-,MoM\src\NewGame.c:374,N/A
backgrnd__ovr129,char,675E,-,,MoM\src\Spells129.c:88,-,N/A
backgrnd_lbx_file,char,29F4,-,,MoM\src\LOADER.c:67,-,N/A
backgrnd_lbx_file__ovr084,char,4EB0,-,,MoM\src\DIPLOMAC.c:327,-,N/A
backgrnd_lbx_file__ovr137,char,6CCC,-,,MoM\src\Spells137.c:112,-,N/A
battle_unit_picts_seg,SAMB_ptr,C550,-,,MoM\src\CMBTTST.c:24,-,N/A
bit_field_test_bits,uint16_t,784A,-,,MoX\src\Util.c:81,-,N/A
black_gold1_icon_seg,SAMB_ptr,97A2,-,,MoX\src\MOM_DAT.c:2072,-,N/A
bldg_housing_seg,SAMB_ptr,9302,-,,MoX\src\MOM_DAT.c:1317,-,N/A
bldg_picts_seg,SAMB_ptr,92B8,-,,MoX\src\MOM_DAT.c:1305,-,N/A
book_lbx_file__ovr118,char,5DD8,-,,MoM\src\Spellbook.c:116,-,N/A
broken_grey_gem_seg,SAMB_ptr,95C2,-,,MoM\src\MagicScr.c:312,-,N/A
builddat_lbx_file,char,2A12,-,,MoM\src\LOADER.c:79,-,N/A
builddat_lbx_file__MGC_ovr051,char,-,3406,,-,MoM\src\MAPGEN.c:146,N/A
buildesc_lbx_file,char,2D72,-,,MoM\src\ProdScr.c:39,-,N/A
building_description,char *,BFF2,-,,MoM\src\ProdScr.c:57,-,N/A
building_trade_goods_seg,SAMB_ptr,9300,-,,MoX\src\MOM_DAT.c:1313,-,N/A
button_magic_alchemy,int16_t,C23E,-,,MoM\src\MagicScr.c:407,-,N/A
button_magic_ok,int16_t,C240,-,,MoM\src\MagicScr.c:410,-,N/A
byte_39E44,char,33A4,-,,MoM\src\SCastScr.c:72,-,N/A
byte_39E47,char,33A7,-,,MoM\src\SCastScr.c:74,-,N/A
byte_42E24,uint8_t,C384,-,,MoM\src\DIPLOMAC.c:426,-,N/A
byte_42E2E,uint8_t,C38E,-,,MoM\src\DIPLOMAC.c:428,-,N/A
byte_42E38,uint8_t,C398,-,,MoM\src\DIPLOMAC.c:430,-,N/A
byte_42E39,uint8_t,C399,-,,MoM\src\DIPLOMAC.c:432,-,N/A
byte_42E43,uint8_t,C3A3,-,,MoM\src\DIPLOMAC.c:434,-,N/A
byte_42E4D,uint8_t,C3AD,-,,MoM\src\DIPLOMAC.c:436,-,N/A
cartograph_seg,SAMB_ptr,C298,-,,MoM\src\AdvsrScr.c:234,-,N/A
cast_background,SAMB_ptr,9528,-,,MoX\src\MOM_DAT.c:1791,-,N/A
cast_button_border,SAMB_ptr,9524,-,,MoX\src\MOM_DAT.c:1780,-,N/A
cast_cancel_button,SAMB_ptr,9526,-,,MoX\src\MOM_DAT.h:3459,-,N/A
cast_spell_of_mastery_player_idx,int16_t,C9F6,-,,MoM\src\SPLMASTR.c:183,-,N/A
chriver_lbx_file__ovr052,char,2A3F,-,,MoM\src\LOADER.c:94,-,N/A
city_area_bits,uint8_t *,9C9C,-,,MoX\src\MOM_DAT.h:3997,-,N/A
city_area_shared_bits,uint8_t *,9CA0,-,,MoX\src\MOM_DAT.c:2463,-,N/A
city_background_seg,SAMB_ptr,9936,-,,MoM\src\CityScr.c:149,-,N/A
city_big_resource_icon_seg,SAMB_ptr,94AA,-,,MoX\src\MOM_DAT.c:1703,-,N/A
city_block_out_seg,SAMB_ptr,9938,-,,MoM\src\CityScr.c:152,-,N/A
city_built_bldg_idx,int16_t,C08A,-,,MoX\src\MOM_DAT.c:3160,-,N/A
city_buy_button_seg,SAMB_ptr,9942,-,,MoM\src\CityScr.c:167,-,N/A
city_change_button_seg,SAMB_ptr,9944,-,,MoM\src\CityScr.c:170,-,N/A
city_cityscape_field_count,int16_t,BF8E,-,,MoX\src\MOM_DAT.c:2973,-,N/A
city_cityscape_fields,byte_ptr,BF90,-,,MoX\src\MOM_DAT.c:2976,-,N/A
city_dn_button,int16_t,BF84,-,,MoX\src\MOM_DAT.c:2956,-,N/A
city_enchantment_display_count,int16_t,BF92,-,,MoX\src\MOM_DAT.c:2979,-,N/A
city_enchantment_display_first,int16_t,BF98,-,,MoX\src\MOM_DAT.c:2991,-,N/A
city_enchantment_display_scroll_flag,int16_t,BF96,-,,MoX\src\MOM_DAT.c:2987,-,N/A
city_enchantment_fields,int16_t *,BFA0,-,,MoX\src\MOM_DAT.c:3006,-,N/A
city_enchantment_list,int16_t *,BF9E,-,,MoX\src\MOM_DAT.c:3002,-,N/A
city_enchantment_list_count,int16_t,BF9A,-,,MoX\src\MOM_DAT.c:2995,-,N/A
city_enchantment_owner_list,int16_t *,BF9C,-,,MoX\src\MOM_DAT.c:2998,-,N/A
city_enchantment_upkeep_table,int16_t,1F58,-,,MoX\src\MOM_DAT.h:2455,-,N/A
city_farmer_icon_seg,SAMB_ptr,94CA,-,,MoX\src\MOM_DAT.c:1715,-,N/A
city_full_resource_seg,SAMB_ptr,993A,-,,MoM\src\CityScr.c:155,-,N/A
city_grey_big_bread_icon_seg,SAMB_ptr,94AC,-,,MoX\src\MOM_DAT.c:1707,-,N/A
city_grey_lil_bread_icon_seg,SAMB_ptr,94F0,-,,MoX\src\MOM_DAT.c:1732,-,N/A
city_half_background_seg,SAMB_ptr,95F0,-,,MoX\src\MOM_DAT.c:1920,-,N/A
city_lil_resource_icon_seg,SAMB_ptr,94EE,-,,MoX\src\MOM_DAT.c:1728,-,N/A
city_lock_buy_button_seg,SAMB_ptr,993E,-,,MoM\src\CityScr.c:161,-,N/A
city_map_wx,int16_t,BF8C,-,,MoX\src\MOM_DAT.c:2970,-,N/A
city_map_wy,int16_t,BF8A,-,,MoX\src\MOM_DAT.c:2967,-,N/A
city_new_build_notify_grass_seg,SAMB_ptr,9758,-,,MoX\src\MOM_DAT.c:2029,-,N/A
city_ok_button_seg,SAMB_ptr,9940,-,,MoM\src\CityScr.c:164,-,N/A
city_population_row_fields,int16_t *,BF7E,-,,MoX\src\MOM_DAT.c:2947,-,N/A
city_rebel_icon_seg,SAMB_ptr,94AE,-,,MoX\src\MOM_DAT.c:1711,-,N/A
city_reqd_resource_seg,SAMB_ptr,993C,-,,MoM\src\CityScr.c:158,-,N/A
city_resources_rows_fields,int16_t,BF70,-,,MoX\src\MOM_DAT.c:2944,-,N/A
city_screen_buy_button,int16_t,BFAC,-,,MoX\src\MOM_DAT.c:3024,-,N/A
city_screen_change_button,int16_t,BFAA,-,,MoX\src\MOM_DAT.c:3021,-,N/A
city_screen_esc_hotkey,int16_t,BFA6,-,,MoX\src\MOM_DAT.c:3015,-,N/A
city_screen_ok_button,int16_t,BFA8,-,,MoX\src\MOM_DAT.c:3018,-,N/A
city_screen_required_buildings_list,int16_t *,BF82,-,,MoX\src\MOM_DAT.c:2953,-,N/A
city_screen_scanned_field,int16_t,9752,-,,MoX\src\MOM_DAT.c:2019,-,N/A
city_spell_dn_arrow_button_seg,SAMB_ptr,975A,-,,MoX\src\MOM_DAT.c:2033,-,N/A
city_spell_up_arrow_button_seg,SAMB_ptr,975C,-,,MoX\src\MOM_DAT.c:2037,-,N/A
city_up_button,int16_t,BF86,-,,MoX\src\MOM_DAT.c:2960,-,N/A
city_worker_icon_seg,SAMB_ptr,94F2,-,,MoX\src\MOM_DAT.c:1738,-,N/A
citylist_background_seg,SAMB_ptr,9514,-,,MoM\src\CityList.c:96,-,N/A
citylist_down_button_seg,SAMB_ptr,9510,-,,MoM\src\CityList.c:92,-,N/A
citylist_item_scanned_field,int16_t,C098,-,,MoX\src\MOM_DAT.c:3180,-,N/A
citylist_ok_button_seg,SAMB_ptr,950E,-,,MoM\src\CityList.c:89,-,N/A
citylist_up_button_seg,SAMB_ptr,9512,-,,MoM\src\CityList.c:94,-,N/A
cityname_lbx_file__MGC_ovr051,char,-,34B8,,-,MoM\src\MAPGEN.c:167,N/A
cityname_lbx_file__ovr143,char,6EC7,-,,MoM\src\WZD_o143.c:44,-,N/A
cityscap_lbx_file,char,2A50,-,,MoM\src\LOADER.c:100,-,N/A
cityscape_altarofbattle_seg,SAMB_ptr,930C,-,,MoX\src\MOM_DAT.c:1327,-,N/A
cityscape_astralgate_seg,SAMB_ptr,9312,-,,MoX\src\MOM_DAT.c:1336,-,N/A
cityscape_background_arcanus_alkar_seg,SAMB_ptr,9362,-,,MoX\src\MOM_DAT.c:1409,-,N/A
cityscape_background_arcanus_chaosrift_seg,SAMB_ptr,9360,-,,MoX\src\MOM_DAT.c:1405,-,N/A
cityscape_background_arcanus_darkcloud_seg,SAMB_ptr,9364,-,,MoX\src\MOM_DAT.c:1413,-,N/A
cityscape_background_arcanus_ground_seg,SAMB_ptr,9376,-,,MoX\src\MOM_DAT.c:1442,-,N/A
cityscape_background_arcanus_hills_seg,SAMB_ptr,9368,-,,MoX\src\MOM_DAT.c:1421,-,N/A
cityscape_background_arcanus_mountain_seg,SAMB_ptr,9366,-,,MoX\src\MOM_DAT.c:1417,-,N/A
cityscape_background_arcanus_ocean_seg,SAMB_ptr,936A,-,,MoX\src\MOM_DAT.c:1425,-,N/A
cityscape_background_arcanus_plain_seg,SAMB_ptr,937C,-,,MoX\src\MOM_DAT.c:1454,-,N/A
cityscape_background_arcanus_river_seg,SAMB_ptr,936C,-,,MoX\src\MOM_DAT.c:1429,-,N/A
cityscape_background_frame,int16_t,CA82,-,,MoM\src\CITYSCAP.c:128,-,N/A
cityscape_background_myrror_alkar_seg,SAMB_ptr,9382,-,,MoX\src\MOM_DAT.c:1466,-,N/A
cityscape_background_myrror_chaosrift_seg,SAMB_ptr,937E,-,,MoX\src\MOM_DAT.c:1458,-,N/A
cityscape_background_myrror_darkcloud_seg,SAMB_ptr,9380,-,,MoX\src\MOM_DAT.c:1462,-,N/A
cityscape_background_myrror_ground_seg,SAMB_ptr,938A,-,,MoX\src\MOM_DAT.c:1482,-,N/A
cityscape_background_myrror_hills_seg,SAMB_ptr,9388,-,,MoX\src\MOM_DAT.c:1478,-,N/A
cityscape_background_myrror_mountain_seg,SAMB_ptr,9386,-,,MoX\src\MOM_DAT.c:1474,-,N/A
cityscape_background_myrror_ocean_seg,SAMB_ptr,937A,-,,MoX\src\MOM_DAT.c:1450,-,N/A
cityscape_background_myrror_plain_seg,SAMB_ptr,9384,-,,MoX\src\MOM_DAT.c:1470,-,N/A
cityscape_background_myrror_river_seg,SAMB_ptr,9378,-,,MoX\src\MOM_DAT.c:1446,-,N/A
cityscape_big_city_wall_seg,SAMB_ptr,9D18,-,,MoX\src\MOM_DAT.c:2641,-,N/A
cityscape_black_ward_seg,SAMB_ptr,935C,-,,MoX\src\MOM_DAT.c:1398,-,N/A
cityscape_bldg_anim_ctr,int16_t,6ED0,-,0,MoM\src\CITYSCAP.c:32,-,N/A
cityscape_bldg_count,int16_t,92B4,-,,MoX\src\MOM_DAT.c:1298,-,N/A
cityscape_blue_ward_seg,SAMB_ptr,9354,-,,MoX\src\MOM_DAT.c:1386,-,N/A
cityscape_build_anim_ctr,int16_t,6ED6,-,100,MoM\src\CITYSCAP.c:45,-,N/A
cityscape_city_walls_build_seg,SAMB_ptr,92FE,-,,MoX\src\MOM_DAT.c:1309,-,N/A
cityscape_city_walls_seg,SAMB_ptr,930A,-,,MoX\src\MOM_DAT.c:1324,-,N/A
cityscape_consecration_seg,SAMB_ptr,9352,-,,MoX\src\MOM_DAT.c:1382,-,N/A
cityscape_cursedland_mask_seg,SAMB_ptr,936E,-,,MoX\src\MOM_DAT.c:1433,-,N/A
cityscape_darkrituals_seg,SAMB_ptr,9310,-,,MoX\src\MOM_DAT.c:1333,-,N/A
cityscape_earthgate_seg,SAMB_ptr,9316,-,,MoX\src\MOM_DAT.c:1342,-,N/A
cityscape_evilpresence_seg,SAMB_ptr,930E,-,,MoX\src\MOM_DAT.c:1330,-,N/A
cityscape_famine_mask_seg,SAMB_ptr,935E,-,,MoX\src\MOM_DAT.c:1402,-,N/A
cityscape_flyingfortress_mask_seg,SAMB_ptr,9374,-,,MoX\src\MOM_DAT.c:1439,-,N/A
cityscape_fortress_seg,SAMB_ptr,9308,-,,MoX\src\MOM_DAT.c:1321,-,N/A
cityscape_gaiasblessing_mask_seg,SAMB_ptr,9372,-,,MoX\src\MOM_DAT.c:1437,-,N/A
cityscape_green_ward_seg,SAMB_ptr,9358,-,,MoX\src\MOM_DAT.c:1392,-,N/A
cityscape_houses_seg,SAMB_ptr,9326,-,,MoX\src\MOM_DAT.c:1355,-,N/A
cityscape_inspirations_seg,SAMB_ptr,934E,-,,MoX\src\MOM_DAT.c:1376,-,N/A
cityscape_livinglands_mask_seg,SAMB_ptr,9370,-,,MoX\src\MOM_DAT.c:1435,-,N/A
cityscape_natureseye_seg,SAMB_ptr,934C,-,,MoX\src\MOM_DAT.c:1373,-,N/A
cityscape_pict_seg,SAMB_ptr,CA88,-,,MoM\src\CITYSCAP.c:137,-,N/A
cityscape_prosperity_seg,SAMB_ptr,9350,-,,MoX\src\MOM_DAT.c:1379,-,N/A
cityscape_red_ward_seg,SAMB_ptr,935A,-,,MoX\src\MOM_DAT.c:1395,-,N/A
cityscape_roads_cr,int16_t,6ED8,-,,MoM\src\CITYSCAP.c:49,-,N/A
cityscape_roads_horizontal_mask_seg,SAMB_ptr,CA80,-,,MoM\src\CITYSCAP.c:124,-,N/A
cityscape_roads_seg,SAMB_ptr,9344,-,,MoX\src\MOM_DAT.c:1359,-,N/A
cityscape_roads_vertical_mask_seg,SAMB_ptr,CA7E,-,,MoM\src\CITYSCAP.c:120,-,N/A
cityscape_rocks_seg,SAMB_ptr,931A,-,,MoX\src\MOM_DAT.c:1349,-,N/A
cityscape_rubble_seg,SAMB_ptr,943A,-,,MoX\src\MOM_DAT.c:1568,-,N/A
cityscape_streamoflife_seg,SAMB_ptr,9314,-,,MoX\src\MOM_DAT.c:1339,-,N/A
cityscape_summon_circle_seg,SAMB_ptr,9318,-,,MoX\src\MOM_DAT.c:1346,-,N/A
cityscape_trees_seg,SAMB_ptr,9320,-,,MoX\src\MOM_DAT.c:1352,-,N/A
cityscape_wall_anim_ctr,int16_t,6ED4,-,0,MoM\src\CITYSCAP.c:41,-,N/A
cityscape_wall_of_air_seg,SAMB_ptr,9346,-,,MoX\src\MOM_DAT.c:1363,-,N/A
cityscape_wall_of_fire_seg,SAMB_ptr,934A,-,,MoX\src\MOM_DAT.c:1369,-,N/A
cityscape_wall_of_stine_seg,SAMB_ptr,9348,-,,MoX\src\MOM_DAT.c:1366,-,N/A
cityscape_water_anim_ctr,int16_t,6ED2,-,0,MoM\src\CITYSCAP.c:37,-,N/A
cityscape_white_ward_seg,SAMB_ptr,9356,-,,MoX\src\MOM_DAT.c:1389,-,N/A
cityscreen_city_built_bldg_idx,int16_t,BFB4,-,,MoX\src\MOM_DAT.c:3036,-,N/A
cityspel_seg,SAMB_ptr,946C,-,,MoM\src\Spellbook.c:227,-,N/A
citywall_lbx_file__ovr052,char,2A47,-,,MoM\src\LOADER.c:97,-,N/A
cmbdesrc_lbx_file__ovr163,char,71A3,-,,MoM\src\Combat.c:652,-,N/A
cmbdesrt_lbx_file__ovr163,char,719A,-,,MoM\src\Combat.c:650,-,N/A
cmbgrasc_lbx_file__ovr163,char,7191,-,,MoM\src\Combat.c:648,-,N/A
cmbgrass_lbx_file__ovr163,char,7188,-,,MoM\src\Combat.c:640,-,N/A
cmbmagic_lbx_file__ovr052,char,2A2D,-,,MoM\src\LOADER.c:88,-,N/A
cmbmounc_lbx_file__ovr163,char,71B5,-,,MoM\src\Combat.c:656,-,N/A
cmbmount_lbx_file__ovr163,char,71AC,-,,MoM\src\Combat.c:654,-,N/A
cmbtcity_lbx_file__ovr052,char,2A36,-,,MoM\src\LOADER.c:91,-,N/A
cmbtfx_lbx_file__ovr093,char,5347,-,,MoM\src\CONQUEST.c:144,-,N/A
cmbtfx_lbx_file__ovr113,char,5B18,-,,MoM\src\Combat.c:359,-,N/A
cmbtfx_lbx_file__ovr133,char,698C,-,,MoM\src\Spells133.c:62,-,N/A
cmbtfx_lbx_file__ovr134__1of2,char,6A0D,-,,MoM\src\SBookScr.c:84,-,N/A
cmbtfx_lbx_file__ovr134__2of2,char,6A22,-,,MoM\src\SBookScr.c:90,-,N/A
cmbtfx_lbx_file__ovr138,char,6E3C,-,,MoM\src\SPLMASTR.c:163,-,N/A
cmbtsnd_lbx_file__ovr124,char,6077,-,,MoM\src\Combat.c:492,-,N/A
cmbtundc_lbx_file__ovr163,char,71C7,-,,MoM\src\Combat.c:660,-,N/A
cmbtundr_lbx_file__ovr163,char,71BE,-,,MoM\src\Combat.c:658,-,N/A
cnst_ARMYLIST_File2,char,3265,-,,MoM\src\ArmyList.c:83,-,N/A
cnst_ARMYLIST_File3,char,36C4,-,,MoM\src\ItemScrn.c:61,-,N/A
cnst_Accuracy,char,5CC4,-,,MoM\src\ItemMake.c:179,-,N/A
cnst_Agility,char,45C4,-,,MoM\src\UnitView.c:406,-,N/A
cnst_Alchemy,char,2080,-,,MoX\src\MOM_DAT.c:121,-,N/A
cnst_AltarofBattle,char,21C3,-,,MoX\src\MOM_DAT.c:189,-,N/A
cnst_Ammo,char,59AE,-,,MoM\src\Combat.c:327,-,N/A
cnst_Ammo_Plural,char,422C,-,,MoM\src\UnitView.c:241,-,N/A
cnst_Amulet,char,5C57,-,,MoM\src\ItemMake.c:145,-,N/A
cnst_AncientTmpl,char,4B22,-,,MoM\src\Lair.c:71,-,N/A
cnst_And,char,4C34,-,,MoM\src\Lair.c:163,-,N/A
cnst_And__ovr050,char,-,332D,,-,MoM\src\NewGame.c:1054,N/A
cnst_AnimDead_Msg,char,6886,-,,MoM\src\Spells131.c:52,-,N/A
cnst_Apostrophe_2,char,69E1,-,,MoM\src\SBookScr.c:75,-,N/A
cnst_Apostrophe_3,char,6D9A,-,,MoM\src\Spells137.c:154,-,N/A
cnst_ArcanePower,char,459F,-,,MoM\src\UnitView.c:394,-,N/A
cnst_Arcanian_Races,char,-,3138,,-,MoM\src\NewGame.c:1017,N/A
cnst_Archmage,char,20F8,-,,MoX\src\MOM_DAT.c:145,-,N/A
cnst_Armsmaster,char,4581,-,,MoM\src\UnitView.c:388,-,N/A
cnst_Arrow,char,45ED,-,,MoM\src\UnitView.c:425,-,N/A
cnst_Artificer,char,2143,-,,MoX\src\MOM_DAT.c:159,-,N/A
cnst_AstralGate,char,21A1,-,,MoX\src\MOM_DAT.c:183,-,N/A
cnst_Axe,char,5C86,-,,MoM\src\ItemMake.c:161,-,N/A
cnst_Banner_Select,char,-,30D9,,-,MoM\src\NewGame.c:1010,N/A
cnst_Berserk,char,4302,-,,MoM\src\UnitView.c:251,-,N/A
cnst_BlackChannels,char,4318,-,,MoM\src\UnitView.c:255,-,N/A
cnst_BlackSleep,char,4481,-,,MoM\src\UnitView.c:318,-,N/A
cnst_Blademaster,char,4575,-,,MoM\src\UnitView.c:386,-,N/A
cnst_Bless,char,43F2,-,,MoM\src\UnitView.c:291,-,N/A
cnst_BlessText,char,48C6,-,,MoM\src\UnitView.c:515,-,N/A
cnst_BookAnim_File,char,5D48,-,,MoM\src\Spellbook.c:74,-,N/A
cnst_Bow,char,5C8A,-,,MoM\src\ItemMake.c:163,-,N/A
cnst_Bullet,char,45F3,-,,MoM\src\UnitView.c:427,-,N/A
cnst_CMBEntity_Error,char,709E,-,,MoM\src\Combat.c:595,-,N/A
cnst_CMB_Mana,char,575F,-,,MoM\src\Combat.c:248,-,N/A
cnst_CMB_Range,char,5765,-,,MoM\src\Combat.c:250,-,N/A
cnst_CMB_Skill,char,5758,-,,MoM\src\Combat.c:246,-,N/A
cnst_Capital,char,216E,-,,MoX\src\MOM_DAT.c:172,-,N/A
cnst_Caster,char,45DD,-,,MoM\src\UnitView.c:419,-,N/A
cnst_CasterSelectMsg,char,598D,-,,MoM\src\Combat.c:310,-,N/A
cnst_Catsing_Cost,char,5E61,-,,MoM\src\Spellbook.c:158,-,N/A
cnst_Cave,char,4B0A,-,,MoM\src\Lair.c:67,-,N/A
cnst_ChainMail,char,5CA5,-,,MoM\src\ItemMake.c:173,-,N/A
cnst_Channeler,char,20E7,-,,MoX\src\MOM_DAT.c:141,-,N/A
cnst_ChaosAura,char,58F1,-,,MoM\src\Combat.c:291,-,N/A
cnst_ChaosChannel,char,42A7,-,,MoM\src\UnitView.c:214,-,N/A
cnst_ChaosMastery,char,2092,-,,MoX\src\MOM_DAT.c:129,-,N/A
cnst_ChaosNode,char,4AE6,-,,MoM\src\Lair.c:61,-,N/A
cnst_ChaosNodeDispel,char,58A7,-,,MoM\src\Combat.c:282,-,N/A
cnst_ChaosRift,char,270D,-,,MoX\src\MOM_DAT.c:541,-,N/A
cnst_ChaosSurge,char,591E,-,,MoM\src\Combat.c:299,-,N/A
cnst_ChaosWard,char,2775,-,,MoX\src\MOM_DAT.c:559,-,N/A
cnst_ChaosWard_3,char,67FC,-,,MoM\src\Spells130.c:84,-,N/A
cnst_Charges,char,5D06,-,,MoM\src\ItemMake.c:199,-,N/A
cnst_Charismatic,char,2137,-,,MoX\src\MOM_DAT.c:157,-,N/A
cnst_Charmed,char,45CC,-,,MoM\src\UnitView.c:408,-,N/A
cnst_CharmofLife,char,5875,-,,MoM\src\Combat.c:275,-,N/A
cnst_ChooseResearch,char,5DE4,-,,MoM\src\Spellbook.c:125,-,N/A
cnst_City,char,2169,-,,MoX\src\MOM_DAT.c:170,-,N/A
cnst_CityLost_Msg,char,5F8E,-,,MoM\src\Combat.c:447,-,N/A
cnst_CityRaided_Msg,char,5FBD,-,,MoM\src\Combat.c:453,-,N/A
cnst_Cloak,char,5C63,-,,MoM\src\ItemMake.c:149,-,N/A
cnst_CloakOfFear,char,430A,-,,MoM\src\UnitView.c:253,-,N/A
cnst_CloakofFear,char,4687,-,,MoM\src\UnitView.c:459,-,N/A
cnst_ClosingBrace_2,char,353B,-,,MoM\src\MagicScr.c:119,-,N/A
cnst_ClosingBrace_3,char,455C,-,,MoM\src\UnitView.c:377,-,N/A
cnst_CloudOfDarkness,char,5901,-,,MoM\src\Combat.c:294,-,N/A
cnst_CloudofShadow,char,273E,-,,MoX\src\MOM_DAT.c:549,-,N/A
cnst_CmbCastError_1,char,5965,-,,MoM\src\Combat.c:306,-,N/A
cnst_CmbCastError_2,char,5938,-,,MoM\src\Combat.c:304,-,N/A
cnst_CmbSpellMsg1,char,5B21,-,,MoM\src\Combat.c:367,-,N/A
cnst_Cmbt_Immobile,char,5711,-,,MoM\src\Combat.c:234,-,N/A
cnst_CnclDrown_Msg1,char,503F,-,,MoM\src\UnitView.c:1236,-,N/A
cnst_CnclDrown_Msg2,char,506D,-,,MoM\src\UnitView.c:1239,-,N/A
cnst_CoF_Text,char,4695,-,,MoM\src\UnitView.c:461,-,N/A
cnst_CombatCast_1,char,5BA3,-,,MoM\src\Combat.c:379,-,N/A
cnst_CombatCast_2,char,5BAE,-,,MoM\src\Combat.c:381,-,N/A
cnst_CombatCast_3,char,5BB3,-,,MoM\src\Combat.c:383,-,N/A
cnst_CombatCast_4,char,5BBF,-,,MoM\src\Combat.c:385,-,N/A
cnst_Comma,char,4C3A,-,,MoM\src\Lair.c:165,-,N/A
cnst_Comma_0,char,2C3B,-,,MoM\src\CityScr.c:113,-,N/A
cnst_Confusion,char,4451,-,,MoM\src\UnitView.c:308,-,N/A
cnst_Conjurer,char,212E,-,,MoX\src\MOM_DAT.c:155,-,N/A
cnst_Conquest_Msg0__ovr093,char,5204,-,,MoM\src\CONQUEST.c:84,-,N/A
cnst_Conquest_Msg1,char,5226,-,,MoM\src\CONQUEST.c:99,-,N/A
cnst_Conquest_Msg2,char,522E,-,,MoM\src\CONQUEST.c:102,-,N/A
cnst_Conquest_Msg3,char,520D,-,,MoM\src\CONQUEST.c:90,-,N/A
cnst_Conquest_Msg4,char,5216,-,,MoM\src\CONQUEST.c:93,-,N/A
cnst_Consecration,char,27E8,-,,MoX\src\MOM_DAT.c:577,-,N/A
cnst_Constitution,char,458C,-,,MoM\src\UnitView.c:390,-,N/A
cnst_Construction,char,4605,-,,MoM\src\UnitView.c:436,-,N/A
cnst_Cost_Col,char,5C50,-,,MoM\src\ItemMake.c:141,-,N/A
cnst_CounterMsg1_2,char,69DB,-,,MoM\src\SBookScr.c:73,-,N/A
cnst_CounterMsg2_2,char,69E8,-,,MoM\src\SBookScr.c:79,-,N/A
